Username,Comment Content,Reactions,Time Stamp,Post Url
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Such a special holiday Lee! I hope you and your friend have a spectacular time touring with us
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Kathy Wise,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  I would love to go there very soon
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😀"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tce/1/16/1f600.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😀"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tce/1/16/1f600.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""👍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfc/1/16/1f44d.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""👍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfc/1/16/1f44d.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🇦🇺"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t72/1/16/1f1e6_1f1fa.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🇦🇺"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t72/1/16/1f1e6_1f1fa.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🇩🇪"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t16/1/16/1f1e9_1f1ea.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🇩🇪"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t16/1/16/1f1e9_1f1ea.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🇦🇹"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t4a/1/16/1f1e6_1f1f9.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🇦🇹"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t4a/1/16/1f1e6_1f1f9.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We would love to see you there Kathy!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Terry Giblett,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Don’t sit on your balcony. Sit up top and get the 360 degree view, not the 180 degree. You paid all that money, see the lot. That’s what we did.
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Such a great tip Terry! The view from up top is also spectacular!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Tony Maree Reid,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Been to Great Britian, New Zealand and The Danube with APT.Everything was perfect on all trips.Tony
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks Tony!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Merilyn Cowen,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved our APT cruise from Budapest to Amsterdam.
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou Merilyn!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Maria Gerry Rossi,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Did the APT river cruise in 2015 beautiful best memories everyone
 </div>
</div>
",2,19 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So wonderful - thankyou Maria
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Margaret Davidson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/profile.php?id=100009305587352&amp;__cft__[0]=AZVYUJzBE3nmrtaYYfPUkpRr1qatqgjYUH_0frlBKaSSFj4mj9c96t91MX1Z6iiNtUFqXsSK2kvDIiUerPuZvLtrHYfyrfPMT9OOltLAahYmGu1qETJQlAtV5xDMld08aMVqgSHv9Z_ZJD9QekudUJMa&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Maria Gerry Rossi
    </span>
   </span>
  </a>
  we did 2014, still in touch with beautiful people we met. Lovely memories.
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Sue Nielsen,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  One of my best times. Never forget it.
 </div>
</div>
",2,19 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks so much Sue! A truly memorable experience
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Pat Wilson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Best holiday ever , I travel solo and would love to do other tours with APT but there are so few singles .
 </div>
</div>
",3,19 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Hi Pat and Julie, We have some special solo travel deals available each month, If you click on this link it will take you to this month's deals.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv x1fey0fg"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fbrochures.aptouring.com.au%2Fbooks%2Fjaga%2F%3Ffbclid%3DIwAR19C9RzD46xoAtZ9eeVQB79dZlSgKee44EeE_NrgYIvzcomneSPghOgk4Y&amp;h=AT17VDrocIyB3L9ttT0KnbjQImwrkuXge6Opkmmx9OOaHr1GwiBDVpZfC8e32ODQyP3aQgVNB0e1O6XSTpJGv2OXSCFi7EbAkdr70MM7x2NSFTqOs3BPvWrVM9nmgDrdmg&amp;__tn__=R]-R&amp;c[0]=AT1ojG-4wH3ylTqITMUkQV2jc3DHUiuNb8mxWpyfPdTXtQn6U2MMB3KKhOLkaA2qtORJLnjDd5HBb85_SnxZnPnVm0Thb_7KsaIT8yzM6b-I8DUzPfanbUbF5Royd-w4-Fk2oGlSgidGb3HjfkJxqa-SojjSNSOjNKMe2f_NM20WjQpztQ"" rel=""nofollow noreferrer"" role=""link"" tabindex=""0"" target=""_blank"">
   http://brochures.aptouring.com.au/books/jaga/
  </a>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Julie Louise OHalloran,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/profile.php?id=100014215307605&amp;__cft__[0]=AZVYUJzBE3nmrtaYYfPUkpRr1qatqgjYUH_0frlBKaSSFj4mj9c96t91MX1Z6iiNtUFqXsSK2kvDIiUerPuZvLtrHYfyrfPMT9OOltLAahYmGu1qETJQlAtV5xDMld08aMVqgSHv9Z_ZJD9QekudUJMa&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Pat Wilson
    </span>
   </span>
  </a>
  yes me too..
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Carol Warren,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We have done this trip with APT it was amazing
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much Carol!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Sally Shackleton,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Trip of a life time. Thanks APT.
 </div>
</div>
",2,19 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou for joining us Sally!
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Mary Pearson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Wow Magnificent
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😋"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t0/1/16/1f60b.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It is such a special place to visit Mary
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Tony Mc Pherson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We have had many enjoyable   river cruises with APT , just back from another rail , and sail in New Zealand , which was just fantastic, well looked after by our APT tour guide Sharon.
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  How fantastic Tony! Thankyou so much for your incredible feedback
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Gabi Panozzo,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  APT …
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  The best holidays we’ve ever had has been with this company .
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks so much Gabi!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Beverley Mackriel,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We went Amsterdam to Budapest in 2013 with APT…fantastic experience and our travel host Roland was amazing!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much Beverley! Glad to hear you had a great time on board.
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Janet Todd,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  I loved this cruise
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Lynne DeYong,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Absolutely gorgeous!!! Great trip.
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Kathie Mathie,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved our river cruise
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Mary Cleaver,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We think so too!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Elizabeth Bisak,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤩"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t58/1/16/1f929.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Lutz Herb Gerber,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It was awsomev
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Julie  Ingle,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We did Basel to Amsterdam in 2014. loved every minute and would do it again in a heartbeat! Staff were wonderful and fun and looked after us so well, food was to die for ( we came home a lot heavier), excursions were excellent and there were great
  <a tabindex=""-1"">
  </a>
  choices. A very stress free and relaxing adventure.
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much for your kind words Julie!
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Would you mind if we re-share them on our page?
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Julie  Ingle,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZVYUJzBE3nmrtaYYfPUkpRr1qatqgjYUH_0frlBKaSSFj4mj9c96t91MX1Z6iiNtUFqXsSK2kvDIiUerPuZvLtrHYfyrfPMT9OOltLAahYmGu1qETJQlAtV5xDMld08aMVqgSHv9Z_ZJD9QekudUJMa&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  feel free to share
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Charlotte Kim,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  OMG !! the view was on another level
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t2/1/16/1f60d.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t2/1/16/1f60d.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💛"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t15/1/16/1f49b.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💛"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t15/1/16/1f49b.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🧡"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfd/1/16/1f9e1.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🧡"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfd/1/16/1f9e1.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💚"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t94/1/16/1f49a.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💚"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t94/1/16/1f49a.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou Charlotte!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Merilyn Young,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved the cruise and wait and bar staff but management and cruise directors were another story..
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/238823908505745
Gayle Ryan,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Looks beautiful....
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It is simply gorgeous Gayle!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/238823908505745
Angela Centorrino,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  I was very much looking forward to doing this tour, so my husband and I attended the travel expo at the Kirabilli Club on the 7th March and made a booking for a Travelmarvel tour. After emailing and several phone calls I still haven’t received a proper
  <a tabindex=""-1"">
  </a>
  quote and am still waiting to find out how much and where to send my deposit. If this is how customers are treated before you’ve even received a cent I shudder to think what would happen once we have paid in full. Absolutely no customer service. APT why waste your money putting on an expo to get customers and then not follow through? Very unhappy!
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/237709725283830
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Hi Angela,
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much for attending one of our events - I am sorry to hear you haven't heard from us. Would you care to send us a private message with your best contact details so I can follow up with our reservations team.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Thanks - Sam
 </div>
</div>
",,18 w,https://facebook.com/APTouring/posts/237709725283830
Ruth Tate,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Looking forward to going in September.
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/236666028721533
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So exciting Ruth! Not long to wait now
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/236666028721533
Nene Cooper,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Looking forward to this on our trip in May
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/236666028721533
Marlene Summers,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Both views were fantastic!
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/236666028721533
Joyce Mcfarlane,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It was spectacular
 </div>
</div>
",,19 w,https://facebook.com/APTouring/posts/236666028721533
